crops,unit,geo\time	2022 	2021 	2020 	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 
H9000,T,ES	: 	: 	274635 	258051 	258509 	39463 	211914 	298261 	4805 	: 	: 
H9000,T,FI	: 	: 	0 	0 	0 	0 	0 	: n	: n	: 	: 
H9000,T,HR	: 	: 	0 	0 	: 	: 	: 	0 	0 	: 	0 
H9000,T,HU	: 	: 	779 	810 	550 	441 	297 	0 	0 	: 	: 
H9000,T,IE	: 	: 	: 	0 	1 	0 	0 	0 	: 	: 	: 
H9000,T,IS	: 	: 	0 	3 	: 	: 	: 	: 	: 	: 	: 
H9000,T,IT	: 	: 	: 	: 	: 	0 	0 	0 	0 	: 	: 
H9000,T,LT	: 	: 	0 	0 	0 	0 	0 	0 	0 	: 	: 
H9000,T,LU	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 
H9000,T,LV	: 	: 	0 	0 	: 	0 	0 	0 	32 	: 	: 
H9000,T,MT	: 	: 	0 n	1 	0 	0 	0 	0 	0 	: 	: 
H9000,T,NL	: 	: 	0 	0 	0 	0 	0 e	0 	: 	: 	: 
H9000,T,NO	: 	: 	0 	: 	: 	: 	: 	: 	0 	: 	: 
H9000,T,PL	: 	: 	3243 	101 	25 	25 	69 	9 	19 	: 	: 
H9000,T,RO	: 	: 	7 	2 	106 	42 	0 	98 	0 	: 	: 
H9000,T,RS	: 	: 	34142 	79 	7 	6 	123 	3420 	6 	: 	: 
H9000,T,SE	: 	: 	0 	0 	: 	0 	0 	0 	0 	: 	: 
H9000,T,SI	: 	: 	2121 	940 	2372 	601 	1196 	1734 	1318 	: 	: 
H9000,T,SK	: 	: 	0 n	0 n	0 n	1 	84 	41 	20 	: 	4 
H9000,T,TR	: 	: 	0 	30915 	26302 	20552 	86076 	11713 	2331 	: 	: 
H9000,T,UK	: 	: 	: 	: 	: 	: 	0 n	: n	0 n	: 	: 
I0000,T,BE	: 	: 	16414 	3748 	4662 	6176 	4195 	: 	: 	: 	: 
I0000,T,BG	: 	: 	34985 	32360 	26825 	13794 	8205 	7845 	6572 	2504 	: 
I0000,T,CY	: 	: 	109 	127 	83 	76 	65 	80 	70 	113 	: 
I0000,T,CZ	: 	: 	3687 	2609 	1422 	1759 	2324 	1923 	2201 	2164 	1712 
I0000,T,EE	: 	: 	6537 	3525 	2801 	2869 	2414 	2654 	1767 	1631 	1989 
I0000,T,EL	: 	: 	11007 	10605 	6935 	7063 	6096 	7763 	4620 	9932 	: 
I0000,T,ES	: 	: 	25254 	25960 	31950 	9658 	6710 	6750 	7806 	21288 	8982 
I0000,T,FI	: 	: 	1800 	1400 	1100 	700 	900 	1400 	1900 	1820 	1680 
I0000,T,HR	: 	: 	29093 	22618 	25646 	27816 	18337 	13055 	7434 	3413 	: 
I0000,T,HU	: 	: 	20346 	19069 	18687 	13215 	10142 	12064 	16233 	11953 	8506 
I0000,T,IE	: 	: 	287 	277 	385 	245 	222 	95 	: 	: 	: 
I0000,T,IS	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 
I0000,T,IT	: 	: 	: 	: 	: 	50394 	113363 	101949 	46490 	: 	71853 
I0000,T,LT	: 	: 	12350 	9335 	5631 	8426 	3363 	3176 	3861 	3090 	2959 
I0000,T,LU	: 	: 	: 	: 	: n	: n	: n	: n	: n	: n	: n
I0000,T,LV	: 	: 	2594 	1483 	: 	1317 	1084 	373 	285 	474 	478 
I0000,T,MT	: 	: 	0 n	1 	1 	0 	0 	0 	0 	: 	: 
I0000,T,NL	: 	: 	: 	: 	: 	: n	: n	: 	: 	: 	: 
I0000,T,PL	: 	: 	14119 	11785 	10909 	11827 	7723 	4665 	3567 	2816 	3574 
I0000,T,RO	: 	: 	126275 	103621 	96228 	96469 	81174 	83043 	88463 	47126 	: 
I0000,T,RS	: 	: 	3671 	35461 	5421 	3653 	3250 	2295 	1688 	257 	: 
I0000,T,SE	: 	: 	15923 	14000 	9300 	16600 	12100 	11000 	7400 	4800 	: 
I0000,T,SI	: 	: 	609 	306 	335 	427 	88 	217 	156 	125 	184 
I0000,T,SK	: 	: 	9318 	4509 	6534 	3534 	4602 	4554 	3928 	4966 	: 
I0000,T,TR	: 	: 	53091 	74448 	273345 	183374 	81124 	25043 	30844 	28615 	: 
I0000,T,UK	: 	: 	: 	37 	169 	239 	97 	225 	165 	531 	: 
I1100,T,AL	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
I1100,T,BE	: 	694 	539 	520 	378 	492 	210 	: 	: 	: 	: 
I1100,T,BG	10534 	11211 	16843 	15867 	12018 	4423 	1576 	1952 	958 	1298 	: 
I1100,T,CY	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
I1100,T,CZ	: 	3448 	2799 	1748 	728 	901 	1797 	1235 	1538 	1099 	722 
I1100,T,EE	6356 	9604 	4296 	2275 	1727 	1767 	1605 	2533 	1593 	1485 	1972 
I1100,T,EL	: 	: 	3724 	4038 	2094 	2523 	1506 	2281 	866 	621 	: 
I1100,T,ES	: 	7882 	6357 	5898 	6136 	3204 	2076 	3743 	4033 	7453 	4465 
I1100,T,FI	: 	2700 	1800 	1400 	1100 	700 	900 	1400 	1900 	1820 	1680 
I1100,T,HR	: 	21601 	26226 	19821 	21707 	23577 	15331 	11007 	5898 	1862 	225562 
I1100,T,HU	: 	20357 e	16214 	16944 	17017 	11523 	8265 	10115 	14808 	11951 	8504 
I1100,T,IE	: 	157 e	260 	249 	384 	245 	222 	95 	: 	: 	: 
I1100,T,IS	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 
I1100,T,IT	: 	: 	: 	: 	: 	38503 	29259 	28901 	22606 	: 	32368 
I1100,T,LT	: 	10250 	12105 	9235 	5251 	7653 	2045 	2573 	2774 	1880 	: 
I1100,T,LU	: 	0 n	: 	: 	: n	: n	: n	: n	: n	: n	: n
I1100,T,LV	: 	1538 	1991 	959 	: 	629 	397 	147 	195 	421 	443 
I1100,T,ME	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 
I1100,T,MK	: 	7 	: 	: 	: 	: 	: 	: 	: 	: 	: 
I1100,T,MT	: 	0 	0 	0 n	0 	0 	0 	0 	0 	: 	: 
I1100,T,NL	: 	: 	: 	: 	: 	: n	: n	: 	: 	: 	: 
I1100,T,PL	: 	3742 	3020 	1676 	1826 	3218 	2256 	964 	1417 	953 	483 
I1100,T,RO	: 	182015 	125565 	102815 	94965 	94533 	79339 	81375 	86625 	46542 	: 
I1100,T,RS	: 	: 	2986 	30197 	4539 	2970 	3048 	1972 	313 	198 	: 
I1100,T,SE	: 	19328 	15923 	14000 	9300 	16600 	12100 	11000 	7400 	: 	: 
I1100,T,SI	: 	: 	412 	258 	267 	382 	76 	182 	130 	85 	158 
I1100,T,SK	: 	9130 e	8301 	4060 	6092 	3174 	4455 	4504 	3889 	4130 	: 
I1100,T,TR	: 	7858 	14745 	34514 	38586 	39557 	26870 	4531 	4308 	3796 	: 
I1100,T,UK	: 	: 	: 	37 	169 	239 	97 	225 	165 	499 	: 
I1110,T,AL	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
I1110,T,BE	: 	367 	269 	305 	285 	312 	169 	: 	: 	: 	: 
I1110,T,BG	169 	286 	1277 	1439 	1395 	338 	0 	0 	58 	0 	: 
I1110,T,CY	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 
I1110,T,CZ	: 	825 	453 	247 	0 	50 	529 	0 	79 	8 	17 
I1110,T,EE	4071 	7425 	4257 	2234 	1720 	1761 	1590 	2500 	1539 	: 	: 
I1110,T,EL	: 	: 	780 	620 	274 	138 	92 	25 	48 	: 	: 
I1110,T,ES	: 	116 	18 	158 	100 	41 	103 	124 	54 	9 	8 
I1110,T,FI	: 	2700 	1800 	1400 	1100 	700 	900 	1400 	1900 	1820 	1680 
I1110,T,FR	: 	11781 e	7849 e	9398 	8899 	8073 	: 	: 	: 	: 	: 
I1110,T,HR	: 	4932 	7399 	5325 	8898 	8877 	4953 	2309 	2715 	436 	0 
I1110,T,HU	: 	2663 e	2246 	1927 	2186 	1559 	1187 	1267 	6235 	3248 	1813 
I1110,T,IE	: 	140 e	230 	230 	381 	189 	220 	94 	: 	: 	: 
I1110,T,IS	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 
I1110,T,IT	: 	: 	: 	: 	: 	3818 	979 	1297 	1743 	: 	1897 
I1110,T,LT	: 	5929 	7850 	5815 	1426 	3238 	306 	335 	519 	925 	1193 
I1110,T,LU	: 	0 	0 	: 	0 	: n	: n	0 	: n	: n	: n
I1110,T,LV	: 	1528 	1981 	956 	: 	616 	296 	146 	190 	420 	443 
I1110,T,ME	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 
I1110,T,MK	: 	0 n	: 	: 	: 	: 	: 	: 	: 	: 	: 
I1110,T,MT	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 
I1110,T,NL	: 	31 	: 	: 	: 	: n	: n	: 	: 	: 	68 
I1110,T,PL	: 	2042 	785 	423 	320 	229 	202 	502 	679 	704 	327 
I1110,T,RO	: 	38476 	18383 	8975 	23635 	24667 	20772 	20401 	28031 	: 	: 
I1110,T,RS	: 	: 	403 	141 	511 	809 	589 	341 	0 	2 	: 
I1110,T,SE	: 	19200 	15900 	13900 	9300 	16600 	12000 	11000 	7400 	4800 	4800 
I1110,T,SI	: 	: 	4 	6 	5 	6 	19 	3 	7 	20 	93 
I1110,T,SK	: 	197 e	331 	561 	439 	349 	291 	328 	289 	378 	7 
I1110,T,TR	: 	10 	205 	2 	4 	601 	403 	57 	76 	27 	: 
I1110,T,UK	: 	: 	: 	: c	169 	239 	97 	225 	165 	359 	: 
I1120,T,AL	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
I1120,T,BE	: 	20 	16 	: 	: n	: 	: n	: 	: 	: 	: 
I1120,T,BG	10353 	10912 	15128 	14281 	10610 	3816 	1558 	1942 	843 	1296 	: 
I1120,T,CY	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 
I1120,T,CZ	: 	1300 	1370 	928 	164 	110 	30 	63 	29 	83 	46 
I1120,T,EE	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 
I1120,T,EL	: 	: 	2851 	2627 	1767 	1791 	1358 	2101 	725 	: 	: 
I1120,T,ES	: 	5961 	5491 	4248 	4654 	2766 	1674 	3356 	3402 	6373 	3991 
I1120,T,FI	: 	0 	: 	: 	: n	: n	: n	: n	: n	: 	: 
I1120,T,FR	: 	96873 e	65436 e	41093 	35593 	32793 	15414 	: 	: 	: 	: 
I1120,T,HR	: 	10786 	8851 	7488 	6047 	6279 	3044 	2278 	1900 	366 	450 
I1120,T,HU	: 	12902 e	10497 	11551 	10530 	6954 	5699 	6685 	5903 	6903 	5113 
I1120,T,IE	: 	0 	7 	0 	3 	0 	2 	2 	: 	: 	: 
I1120,T,IS	: 	: 	0 	0 	: 	: 	: 	: 	: 	: 	: 
I1120,T,IT	: 	: 	: 	: 	: 	11764 	10634 	8751 	4901 	: 	13285 
I1120,T,LT	: 	8 	21 	10 	10 	10 	7 	19 	5 	20 	14 
I1120,T,LU	: 	0 	: 	: 	: n	: n	: n	: n	0 	0 	0 
I1120,T,LV	: 	0 	0 	0 	: 	0 	0 	0 	0 	0 	0 
I1120,T,ME	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 
I1120,T,MK	: 	7 	: 	: 	: 	: 	: 	: 	: 	: 	: 
I1120,T,MT	: 	0 	0 	0 n	0 	0 	0 	0 	0 	: 	: 
I1120,T,NL	: 	: 	: 	: 	: 	: n	: n	: 	: 	: 	: 
I1120,T,NO	: 	0 	0 	: 	: 	: 	: 	: 	0 	: 	: 
I1120,T,PL	: 	566 	908 	458 	625 	386 	486 	307 	206 	106 	115 
I1120,T,RO	: 	109224 	79843 	61082 	46833 	47707 	36290 	37262 	38731 	: 	: 
I1120,T,RS	: 	: 	1455 	13297 	2608 	697 	1198 	487 	76 	13 	: 
I1120,T,SE	: 	28 e	23 e	: 	: 	: 	: n	: n	: 	: 	: 
I1120,T,SI	: 	: 	88 	56 	44 	234 	25 	23 	11 	10 	5 
I1120,T,SK	: 	4807 e	4803 	2556 	4923 	2243 	3193 	3647 	2916 	3279 	3463 
I1120,T,TR	: 	3442 	3840 	6905 	4933 	6366 	4526 	1941 	1866 	1487 	: 
I1120,T,UK	: 	: 	: 	: 	0 	0 	0 	0 	0 n	: 	: 
I1130,T,AL	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
I1130,T,BE	: 	135 	160 	115 	68 	: n	: n	: 	: 	: 	: 
I1130,T,BG	11 	0 	409 	0 n	0 	70 	0 	6 	18 	0 	: 
I1130,T,CY	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 
I1130,T,CZ	: 	48 	10 	0 	2 	22 	534 	139 	676 	50 	58 
I1130,T,EE	0 	0 	0 	8 	1 	0 	0 	0 	0 	: 	: 
I1130,T,EL	: 	: 	93 	104 	53 	60 	56 	156 	93 	: 	: 
I1130,T,ES	: 	12 	1 	0 n	25 	1 	1 	0 	3 	15 	35 
I1130,T,FI	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 
I1130,T,FR	: 	85427 e	65108 e	55822 	47479 	41862 	: 	: 	: 	: 	: 
I1130,T,HR	: 	5382 	7491 	5253 	5594 	7493 	6145 	5839 	1130 	988 	52915 
I1130,T,HU	: 	4031 e	3368 	2638 	2506 	1843 	1229 	1317 	1594 	1109 	543 
I1130,T,IE	: 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 
I1130,T,IS	: 	: 	0 	0 	: 	: 	: 	: 	: 	: 	: 
I1130,T,IT	: 	: 	: 	: 	: 	19711 	17646 	17612 	15185 	: 	15405 
I1130,T,LT	: 	2252 	2813 	2297 	2906 	3247 	1074 	1625 	2000 	929 	812 
I1130,T,LU	: 	0 n	: 	: 	: n	: n	: n	: n	0 	0 	0 
I1130,T,LV	: 	0 	0 	0 	: 	0 	0 	0 	0 	: 	: 
I1130,T,ME	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 
I1130,T,MK	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
I1130,T,MT	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 
I1130,T,NL	: 	: 	: 	: 	: 	: n	: n	: 	: 	: 	: 
I1130,T,NO	: 	0 	0 	: 	: 	: 	: 	: 	0 	: 	: 
I1130,T,PL	: 	1134 	303 	315 	152 	578 	750 	60 	478 	115 	17 
I1130,T,PT	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
I1130,T,RO	: 	32768 	25249 	30954 	21755 	18924 	19376 	22036 	17164 	: 	: 
I1130,T,RS	: 	: 	1080 	16671 	1328 	1461 	1245 	1138 	232 	179 	: 
I1130,T,SE	: 	0 	0 	: 	0 	0 	0 	: n	0 	0 	0 
I1130,T,SI	: 	: 	62 	65 	59 	4 	32 	8 	12 	15 	13 
I1130,T,SK	: 	4126 e	3162 	943 	705 	558 	736 	525 	638 	419 	188 
I1130,T,TR	: 	4406 	3407 	2007 	2285 	2332 	639 	730 	668 	666 	: 
I1130,T,UK	: 	: 	: 	: c	: 	0 n	0 	0 	0 n	0 	: 
I1140,T,BE	: 	: 	36 	49 	: n	0 	18 	: 	: 	: 	: 
I1140,T,BG	: 	: 	9 	: 	1 	72 	16 	0 	22 	0 	: 
I1140,T,CY	: 	: 	0 	0 	0 	0 	0 	0 	0 	: 	: 
I1140,T,CZ	: 	: 	34 	4 	3 	10 	5 	16 	0 	25 	: 
I1140,T,EE	: 	: 	6 	3 	2 	0 	15 	33 	5 	: 	: 
I1140,T,ES	: 	: 	5 	0 	1 	0 	1 	0 	0 	0 	0 
I1140,T,HR	: 	: 	15 	10 	36 	39 	7 	8 	0 	3 	0 
I1140,T,HU	: 	: 	: 	: 	305 	346 	: 	199 	: 	165 	188 
I1140,T,IE	: 	: 	: 	16 	: 	56 	: 	0 	: 	: 	: 
I1140,T,IT	: 	: 	: 	: 	: 	2709 	: 	1076 	777 	: 	1816 
I1140,T,LT	: 	: 	196 	302 	289 	194 	10 	19 	7 	0 	0 
I1140,T,LV	: 	: 	10 	3 	: 	13 	102 	1 	6 	1 	1 
I1140,T,ME	: 	: 	0 	0 	0 	0 	0 	: 	: 	: 	: 
I1140,T,MT	: 	: 	0 	0 	0 	0 	: 	0 	: 	: 	: 
I1140,T,NL	: 	: 	: 	0 	0 	0 	: n	: 	: 	: 	: 
I1140,T,NO	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 
I1140,T,PL	: 	: 	1023 	480 	729 	2025 	818 	94 	54 	27 	24 
I1140,T,RO	: 	: 	1535 	1327 	2616 	2927 	2176 	1552 	1745 	: 	: 
I1140,T,RS	: 	: 	37 	88 	90 	3 	14 	6 	3 	4 	: 
I1140,T,SE	: 	: 	: 	: 	0 	: 	: n	: n	: 	: 	: 
I1140,T,SI	: 	: 	44 	17 	11 	35 	: 	22 	10 	5 	1 
I1140,T,SK	: 	: 	0 	0 	0 	0 	0 	0 	1 	23 	0 
I1140,T,TR	: 	: 	0 	0 	0 	0 	0 	: 	: 	5 	: 
I1140,T,UK	: 	: 	: 	: 	: 	: 	: 	: 	: 	140 	: 
I1150,T,BE	: 	: 	0 	0 	0 	0 	0 	: 	: 	: 	: 
I1150,T,BG	: 	: 	0 	: 	0 	0 	0 	0 	0 	: 	: 
I1150,T,CY	: 	: 	0 	0 	0 	0 	0 	0 	0 	: 	: 
I1150,T,CZ	: 	: 	0 	: 	0 	: 	0 	: 	0 	: 	: 
I1150,T,EE	: 	: 	: 	: 	: 	0 	: 	: 	0 	: 	: 
I1150,T,ES	: 	: 	0 	0 	0 	0 	0 	0 	: 	: 	: 
I1150,T,FI	: 	: 	0 	0 	: 	: 	: 	: 	: 	: 	: 
I1150,T,FR	: 	: 	0 e	0 	: 	: 	: 	: 	: 	: 	: 
I1150,T,HR	: 	: 	0 	0 	: 	: 	: 	0 	0 	: 	: 
I1150,T,HU	: 	: 	: 	: 	: 	0 	: 	0 	: 	: 	: 
I1150,T,IE	: 	: 	: 	0 	: 	0 	: 	0 	: 	: 	: 
I1150,T,IT	: 	: 	: 	: 	: 	0 	: 	0 	: 	: 	: 
I1150,T,LT	: 	: 	0 	0 	0 	0 	0 	0 	0 	: 	: 
I1150,T,LV	: 	: 	0 	0 	: 	0 	0 	0 	0 	: 	: 
I1150,T,ME	: 	: 	0 	0 	0 	0 	0 	: 	: 	: 	: 
I1150,T,MT	: 	: 	0 	0 	0 	0 	: 	0 	: 	: 	: 
I1150,T,NL	: 	: 	0 	0 	0 	0 	0 e	: 	: 	: 	: 
I1150,T,NO	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 
I1150,T,RO	: 	: 	0 	0 	0 	0 	0 	0 	30 	: 	: 
I1150,T,RS	: 	: 	0 	0 	0 	0 	0 	0 	0 	: 	: 
I1150,T,SE	: 	: 	0 	0 	0 	0 	0 	0 	: 	: 	: 
I1150,T,SI	: 	: 	0 	0 	0 	0 	0 	: 	0 	: 	: 
I1150,T,SK	: 	: 	0 	0 	0 	0 	0 	0 	0 	: 	0 
I1150,T,TR	: 	: 	6075 	23960 	30389 	29131 	19353 	: 	: 	: 	: 
I1190,T,BE	: 	: 	57 	51 	26 	180 	23 	: 	: 	: 	: 
I1190,T,BG	: 	: 	19 	: 	12 	127 	1 	4 	17 	3 	: 
I1190,T,CY	: 	: 	0 	0 	0 	0 	0 	0 	0 	: 	: 
I1190,T,CZ	: 	: 	932 	570 	559 	710 	698 	1018 	754 	934 	595 
I1190,T,EE	: 	: 	32 	30 	3 	6 	0 	: 	49 	: 	: 
I1190,T,ES	: 	: 	842 	1491 	1357 	396 	297 	264 	574 	1055 	431 
I1190,T,HR	: 	: 	2470 	1745 	1132 	889 	1182 	573 	153 	69 	9 
I1190,T,HU	: 	: 	: 	: 	: 	821 	: 	647 	: 	526 	847 
I1190,T,IE	: 	: 	: 	3 	: 	: n	: 	0 	: 	: 	: 
I1190,T,IT	: 	: 	: 	: 	: 	501 	: 	165 	: 	: 	151 
I1190,T,LT	: 	: 	1224 	812 	620 	964 	648 	574 	243 	7 	9 
I1190,T,LU	: 	: 	: 	: 	: n	: n	: n	: n	: n	: n	: n
I1190,T,LV	: 	: 	0 	0 	: 	0 	0 	0 	0 	: 	: 
I1190,T,ME	: 	: 	0 	0 	0 	0 	0 	: 	: 	: 	: 
I1190,T,MT	: 	: 	0 	0 	0 	0 	: 	0 	: 	: 	: 
I1190,T,NL	: 	: 	: 	0 	0 	: n	: n	: 	: 	: 	: 
I1190,T,NO	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 
I1190,T,RO	: 	: 	555 	476 	126 	308 	724 	124 	924 	: 	: 
I1190,T,RS	: 	: 	10 	0 n	2 	0 	2 	0 	2 	0 	: 
I1190,T,SE	: 	: 	0 	: 	0 	0 	0 	: n	: 	: 	: 
I1190,T,SI	: 	: 	214 	113 	147 	103 	: 	127 	91 	34 	46 
I1190,T,SK	: 	: 	5 	0 n	25 	24 	236 	4 	46 	32 	110 
I1190,T,TR	: 	: 	1218 	1640 	976 	1127 	1949 	1803 	1697 	1612 	: 
I1190,T,UK	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 
I2000,T,AL	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
I2000,T,BE	: 	77 	24 	112 	215 	556 	454 	: 	: 	: 	: 
I2000,T,BG	72 	136 	26 	5 	5 	50 	0 	80 	0 	0 	: 
I2000,T,CY	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
I2000,T,CZ	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
I2000,T,EE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
I2000,T,EL	: 	: 	2153 	2015 	1397 	957 	1434 	1514 	834 	310 	: 
I2000,T,ES	: 	87 	63 	97 	73 	10 	20 	23 	49 	67 	10 
I2000,T,FI	: 	0 	: 	: 	: n	: n	: n	: n	: n	0 	: 
I2000,T,HR	: 	0 	0 	0 	: 	: 	: 	0 	0 	0 	0 
I2000,T,HU	: 	17 e	568 	591 	166 	140 	110 	139 	109 	0 	0 
I2000,T,IE	: 	10 e	0 	0 	: 	0 	0 	0 	: 	: 	: 
I2000,T,IS	: 	: 	0 	0 	: 	: 	: 	: 	: 	: 	: 
I2000,T,IT	: 	: 	: 	: 	: 	1821 	650 	511 	458 	: 	218 
I2000,T,LT	: 	0 	0 	0 	0 	0 	0 	0 	0 	5 	: 
I2000,T,LU	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
I2000,T,LV	: 	0 	0 	0 	: 	0 	0 	0 	0 	0 	: 
I2000,T,ME	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 
I2000,T,MK	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
I2000,T,MT	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 
I2000,T,NL	: 	: 	: 	: 	: 	: n	: n	: 	: 	: 	: 
I2000,T,NO	: 	0 	0 	: 	: 	: 	: 	: 	0 	0 	: 
I2000,T,PL	: 	893 	371 	258 	68 	301 	0 	1121 	: 	0 	: 
I2000,T,RO	: 	0 	31 	37 	152 	74 	56 	10 	202 	0 	: 
I2000,T,RS	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
I2000,T,SE	: 	900 e	: 	: 	0 	0 	0 	: n	0 	: 	: 
I2000,T,SI	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 
I2000,T,SK	: 	4 e	4 	0 	0 	0 	0 	0 	0 	0 	0 
I2000,T,TR	: 	16 	19 	59 	31 	37 	8 	16675 	22058 	20603 	: 
I2000,T,UK	: 	: 	: 	0 	0 	0 	0 	0 	0 n	0 	: 
I3000,T,AL	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
I3000,T,BE	: 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 
I3000,T,BG	0 	0 	0 n	0 	3 	0 	1 	0 	0 	0 	: 
I3000,T,CY	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
I3000,T,CZ	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
I3000,T,EE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
I3000,T,EL	: 	: 	371 	551 	682 	1284 	846 	324 	119 	140 	: 
I3000,T,ES	: 	0 	0 	0 	0 	0 	0 	0 	: 	0 	0 
I3000,T,FI	: 	0 	0 	0 	0 	0 	0 	0 	: n	0 	: 
I3000,T,HR	: 	0 	0 	0 	: 	: 	: 	0 	11 	0 	0 
I3000,T,HU	: 	16 e	4 	4 	0 	1 	1 	3 	2 	2 	2 
I3000,T,IE	: 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 
I3000,T,IS	: 	: 	0 	0 	: 	: 	: 	: 	: 	: 	: 
I3000,T,IT	: 	: 	: 	: 	: 	37 	90 	7 	27 	: 	0 
I3000,T,LT	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
I3000,T,LU	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
I3000,T,LV	: 	0 	0 	0 	: 	0 	0 	0 	0 	0 	: 
I3000,T,ME	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 
I3000,T,MK	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
I3000,T,MT	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 
I3000,T,NL	: 	0 	0 	0 	0 	0 	0 e	0 	: 	: 	: 
I3000,T,NO	: 	0 	0 	: 	: 	: 	: 	: 	0 	0 	: 
I3000,T,PL	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
I3000,T,PT	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
I3000,T,RO	: 	: 	0 	0 	0 	0 	0 	0 	0 	28 	: 
I3000,T,RS	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
I3000,T,SE	: 	0 	0 	: 	0 	0 	0 	0 	0 	: 	: 
I3000,T,SI	: 	: 	0 n	0 	0 	0 	0 	0 	0 	0 	0 
I3000,T,SK	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 
I3000,T,TR	: 	182 	158 	138 	243 	297 	130 	202 	237 	82 	: 
I3000,T,UK	: 	: 	: 	0 	0 	0 	0 	0 	0 n	0 	: 
I4000,T,AL	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
I4000,T,BE	: 	18 	17 	17 	15 	13 	13 	: 	: 	: 	: 
I4000,T,BG	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
I4000,T,CY	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
I4000,T,CZ	: 	8 	9 	2 	7 	16 	10 	9 	7 	6 	4 
I4000,T,EE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
I4000,T,EL	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
I4000,T,ES	: 	20 	12 	6 	2 	0 	0 	15 	0 	0 	0 
I4000,T,FI	: 	0 	0 	0 	0 	0 	0 	0 	: n	0 	: 
I4000,T,HR	: 	0 	0 	0 	: 	: 	: 	0 	0 	0 	0 
I4000,T,HU	: 	0 e	0 	0 	0 	0 	0 	0 	0 	0 	0 
I4000,T,IE	: 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 
I4000,T,IS	: 	: 	0 	0 	: 	: 	: 	: 	: 	: 	: 
I4000,T,IT	: 	: 	: 	: 	: 	15 	2 	1 	0 	: 	2 
I4000,T,LT	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
